order_id,plant_id,supplier_id,material_id,order_date,expected_delivery_date,quantity,status,updated_at_order,delivery_id,delivery_date,delivered_quantity,delivery_status,updated_at_delivery,delivery_delay_days,on_time_flag,has_delivery,order_day
ORD102313,SH01,SUP011,MAT0032,2024-02-27 18:21:07,2024-02-29,163,OPEN,2024-02-29 04:21:07,DEL500923,2024-02-28 17:20:00,152.0,LATE,2024-03-03 23:21:07,-1.0,1,1,2024-02-27
ORD102234,SH01,SUP016,MAT0051,2024-02-25 08:00:18,2024-03-05,99,CONFIRMED,2024-02-26 18:00:18,DEL500603,2024-03-05 16:15:00,119.0,ON_TIME,2024-03-05 01:00:18,0.0,1,1,2024-02-25
ORD102211,SH01,SUP020,MAT0050,2024-02-24 09:42:19,2024-03-03,143,CONFIRMED,2024-02-24 22:42:19,DEL500924,2024-03-03 11:58:00,156.0,DELIVERED,2024-03-02 04:42:19,0.0,1,1,2024-02-24
ORD101816,SH01,SUP010,MAT0035,2024-02-14 06:38:25,2024-02-18,129,CREATED,2024-02-15 08:38:25,DEL500925,2024-02-18 10:21:00,131.0,DELIVERED,2024-02-16 00:38:25,0.0,1,1,2024-02-14
ORD102228,NJ01,SUP009,MAT0023,2024-02-25 15:45:04,2024-02-28,161,CONFIRMED,2024-02-25 22:45:04,,,,,,,0,0,2024-02-25
ORD101384,NJ01,SUP017,MAT0066,2024-02-03 07:27:31,2024-02-08,129,CREATED,2024-02-04 09:27:31,,,,,,,0,0,2024-02-03
ORD102053,NJ01,SUP013,MAT0061,2024-02-20 13:06:48,2024-02-22,89,OPEN,2024-02-21 19:06:48,DEL500926,2024-02-23 16:16:00,107.0,ON_TIME,2024-03-02 01:06:48,1.0,0,1,2024-02-20
ORD102381,NJ02,SUP004,MAT0057,2024-02-28 15:05:05,2024-03-04,104,CONFIRMED,2024-03-01 08:05:05,DEL500927,2024-03-09 20:02:00,125.0,DELIVERED,2024-03-07 08:05:05,5.0,0,1,2024-02-28
ORD102315,NJ02,SUP003,MAT0068,2024-02-27 12:09:17,2024-03-05,100,OPEN,2024-02-27 16:09:17,DEL500928,2024-03-04 17:23:00,78.0,DELIVERED,2024-02-29 02:09:17,-1.0,1,1,2024-02-27
ORD101839,NJ01,SUP015,MAT0065,2024-02-14 16:38:28,2024-02-19,76,CONFIRMED,2024-02-14 23:38:28,DEL500929,2024-02-18 16:21:00,63.0,LATE,2024-02-18 16:38:28,-1.0,1,1,2024-02-14
ORD100346,SH01,SUP008,MAT0039,2024-01-09 11:25:29,2024-01-14,119,CONFIRMED,2024-01-09 16:25:29,DEL500930,2024-01-17 20:54:00,131.0,DELIVERED,2024-01-14 18:25:29,3.0,0,1,2024-01-09
ORD101551,NJ01,SUP012,MAT0050,2024-02-08 14:06:58,2024-02-12,91,OPEN,2024-02-10 05:06:58,DEL500931,2024-02-11 08:45:00,66.0,DELIVERED,2024-02-14 21:06:58,-1.0,1,1,2024-02-08
ORD100709,SH01,SUP012,MAT0025,2024-01-19 15:14:50,2024-01-21,132,OPEN,2024-01-21 02:14:50,,,,,,,0,0,2024-01-19
ORD101231,NJ02,SUP010,MAT0045,2024-01-30 14:58:16,2024-02-01,139,OPEN,2024-01-31 15:58:16,DEL500932,2024-01-31 20:25:00,160.0,DELIVERED,2024-01-31 15:58:16,-1.0,1,1,2024-01-30
ORD100668,NJ01,SUP020,MAT0025,2024-01-18 15:22:22,2024-01-24,144,OPEN,2024-01-19 16:22:22,DEL500933,2024-01-24 08:31:00,138.0,DELIVERED,2024-01-19 22:22:22,0.0,1,1,2024-01-18
ORD101207,NJ02,SUP020,MAT0028,2024-01-30 16:14:44,2024-02-04,178,CREATED,2024-01-31 22:14:44,DEL500934,2024-02-06 07:09:00,186.0,DELIVERED,2024-02-10 15:14:44,2.0,0,1,2024-01-30
ORD101611,SH01,SUP020,MAT0052,2024-02-09 11:37:37,2024-02-16,210,CREATED,2024-02-09 13:37:37,,,,,,,0,0,2024-02-09
ORD102033,NJ02,SUP008,MAT0063,2024-02-19 12:18:43,2024-02-27,141,CONFIRMED,2024-02-20 04:18:43,DEL500935,2024-02-27 15:30:00,139.0,DELIVERED,2024-02-24 02:18:43,0.0,1,1,2024-02-19
ORD100470,SH01,SUP012,MAT0076,2024-01-12 08:15:37,2024-01-19,86,CREATED,2024-01-14 05:15:37,DEL500936,2024-01-19 19:18:00,65.0,DELIVERED,2024-01-17 22:15:37,0.0,1,1,2024-01-12
ORD102287,NJ01,SUP007,MAT0019,2024-02-26 13:49:52,2024-03-07,137,OPEN,2024-02-28 08:49:52,DEL500937,2024-03-06 14:27:00,152.0,DELIVERED,2024-03-06 12:49:52,-1.0,1,1,2024-02-26
ORD100781,NJ01,SUP010,MAT0068,2024-01-20 08:37:34,2024-01-25,152,CREATED,2024-01-21 11:37:34,,,,,,,0,0,2024-01-20
ORD101163,SH01,SUP014,MAT0009,2024-01-29 10:03:20,2024-02-07,73,OPEN,2024-01-29 11:03:20,DEL500938,2024-02-07 12:04:00,114.0,DELIVERED,2024-02-06 23:03:20,0.0,1,1,2024-01-29
ORD100738,NJ02,SUP008,MAT0078,2024-01-19 17:37:16,2024-01-21,137,CONFIRMED,2024-01-19 21:37:16,DEL500939,2024-01-26 08:50:00,129.0,LATE,2024-01-21 15:37:16,5.0,0,1,2024-01-19
ORD100620,SH01,SUP010,MAT0075,2024-01-17 11:31:28,2024-01-24,148,CREATED,2024-01-18 23:31:28,DEL500940,2024-01-27 08:30:00,143.0,DELIVERED,2024-01-21 04:31:28,3.0,0,1,2024-01-17
ORD102254,NJ01,SUP006,MAT0005,2024-02-25 10:58:13,2024-02-27,138,OPEN,2024-02-27 08:58:13,DEL500941,2024-02-26 13:12:00,98.0,DELIVERED,2024-02-27 05:58:13,-1.0,1,1,2024-02-25
ORD101573,NJ02,SUP007,MAT0012,2024-02-08 09:36:47,2024-02-16,109,CREATED,2024-02-09 09:36:47,,,,,,,0,0,2024-02-08
ORD100414,SH01,SUP015,MAT0002,2024-01-11 13:04:08,2024-01-16,142,CREATED,2024-01-13 09:04:08,DEL500943,2024-01-17 12:57:00,155.0,LATE,2024-01-16 21:04:08,1.0,0,1,2024-01-11
ORD102003,NJ02,SUP018,MAT0026,2024-02-18 15:44:34,2024-02-28,148,OPEN,2024-02-19 11:44:34,DEL500944,2024-02-27 10:38:00,121.0,DELIVERED,2024-02-25 16:44:34,-1.0,1,1,2024-02-18
ORD101113,NJ02,SUP010,MAT0031,2024-01-28 13:06:50,2024-02-05,109,CREATED,2024-01-30 00:06:50,DEL500945,2024-02-06 07:18:00,78.0,DELIVERED,2024-02-07 20:06:50,1.0,0,1,2024-01-28
ORD101634,SH01,SUP005,MAT0015,2024-02-09 17:08:27,2024-02-17,106,OPEN,2024-02-10 00:08:27,,,,,,,0,0,2024-02-09
ORD100403,NJ01,SUP009,MAT0017,2024-01-11 08:48:50,2024-01-19,164,CONFIRMED,2024-01-11 16:48:50,DEL500946,2024-01-18 11:07:00,134.0,ON_TIME,2024-01-16 08:48:50,-1.0,1,1,2024-01-11
ORD101154,SH01,SUP017,MAT0025,2024-01-29 15:34:36,2024-01-31,152,OPEN,2024-01-30 23:34:36,,,,,,,0,0,2024-01-29
ORD100810,NJ02,SUP013,MAT0009,2024-01-21 07:49:19,2024-01-28,72,OPEN,2024-01-22 18:49:19,DEL500947,2024-02-02 09:11:00,81.0,DELIVERED,2024-01-30 07:49:19,5.0,0,1,2024-01-21
ORD101466,NJ02,SUP006,MAT0020,2024-02-06 18:24:30,2024-02-08,100,CONFIRMED,2024-02-07 23:24:30,DEL500948,2024-02-07 19:10:00,111.0,DELIVERED,2024-02-11 10:24:30,-1.0,1,1,2024-02-06
ORD100221,NJ02,SUP002,MAT0062,2024-01-06 09:51:38,2024-01-10,122,OPEN,2024-01-07 20:51:38,DEL500950,2024-01-10 13:20:00,129.0,DELIVERED,2024-01-17 07:51:38,0.0,1,1,2024-01-06
ORD100948,NJ01,SUP008,MAT0067,2024-01-24 06:18:12,2024-01-27,96,CONFIRMED,2024-01-25 03:18:12,DEL500951,2024-01-31 11:44:00,98.0,ON_TIME,2024-02-03 12:18:12,4.0,0,1,2024-01-24
ORD101360,SH01,SUP006,MAT0054,2024-02-03 15:42:41,2024-02-13,124,CREATED,2024-02-04 11:42:41,DEL500952,2024-02-12 09:12:00,118.0,DELIVERED,2024-02-08 10:42:41,-1.0,1,1,2024-02-03
ORD102080,NJ02,SUP016,MAT0048,2024-02-21 17:53:20,2024-03-01,135,OPEN,2024-02-22 12:53:20,,,,,,,0,0,2024-02-21
ORD100712,NJ02,SUP007,MAT0009,2024-01-19 17:34:51,2024-01-25,126,CREATED,2024-01-20 01:34:51,DEL500953,2024-01-30 15:57:00,140.0,DELIVERED,2024-01-27 08:34:51,5.0,0,1,2024-01-19
ORD102338,NJ01,SUP002,MAT0008,2024-02-27 10:00:27,2024-03-07,117,CONFIRMED,2024-02-28 15:00:27,DEL500954,2024-03-06 07:38:00,98.0,DELIVERED,2024-02-29 07:00:27,-1.0,1,1,2024-02-27
ORD100341,NJ01,SUP007,MAT0065,2024-01-09 16:14:04,2024-01-13,112,OPEN,2024-01-10 15:14:04,DEL500955,2024-01-13 15:53:00,129.0,DELIVERED,2024-01-13 18:14:04,0.0,1,1,2024-01-09
ORD102120,NJ02,SUP018,MAT0048,2024-02-21 16:47:39,2024-02-27,154,CONFIRMED,2024-02-22 16:47:39,DEL500956,2024-02-27 19:24:00,143.0,LATE,2024-02-23 19:47:39,0.0,1,1,2024-02-21
ORD101486,NJ02,SUP015,MAT0054,2024-02-06 07:17:25,2024-02-09,140,CONFIRMED,2024-02-06 20:17:25,DEL500957,2024-02-08 15:03:00,166.0,DELIVERED,2024-02-09 19:17:25,-1.0,1,1,2024-02-06
ORD101676,NJ02,SUP011,MAT0041,2024-02-10 16:08:38,2024-02-16,116,CREATED,2024-02-10 21:08:38,DEL500958,2024-02-16 16:41:00,100.0,LATE,2024-02-12 01:08:38,0.0,1,1,2024-02-10
ORD100729,NJ01,SUP016,MAT0057,2024-01-19 11:46:08,2024-01-25,93,CONFIRMED,2024-01-20 05:46:08,,,,,,,0,0,2024-01-19
ORD100416,NJ01,SUP011,MAT0048,2024-01-11 12:05:46,2024-01-14,86,OPEN,2024-01-11 20:05:46,DEL500959,2024-01-14 09:01:00,80.0,DELIVERED,2024-01-16 07:05:46,0.0,1,1,2024-01-11
ORD101513,NJ02,SUP002,MAT0036,2024-02-06 14:53:15,2024-02-14,146,CREATED,2024-02-06 23:53:15,,,,,,,0,0,2024-02-06
ORD101796,NJ02,SUP005,MAT0037,2024-02-13 11:24:41,2024-02-17,118,OPEN,2024-02-14 11:24:41,DEL500960,2024-02-16 12:45:00,118.0,DELIVERED,2024-02-19 02:24:41,-1.0,1,1,2024-02-13
ORD102384,SH01,SUP019,MAT0070,2024-02-29 07:34:52,2024-03-04,74,OPEN,2024-03-01 01:34:52,DEL500961,2024-03-05 20:34:00,74.0,DELIVERED,2024-03-04 09:34:52,1.0,0,1,2024-02-29
ORD100930,NJ02,SUP002,MAT0006,2024-01-23 15:09:58,2024-01-25,76,OPEN,2024-01-25 13:09:58,DEL500113,2024-01-25 10:31:00,57.0,DELIVERED,2024-01-27 09:09:58,0.0,1,1,2024-01-23
ORD101613,SH01,SUP008,MAT0014,2024-02-09 13:20:48,2024-02-14,131,CREATED,2024-02-11 11:20:48,DEL500963,2024-02-13 19:31:00,111.0,LATE,2024-02-16 17:20:48,-1.0,1,1,2024-02-09
ORD101541,NJ01,SUP011,MAT0056,2024-02-07 06:52:00,2024-02-11,160,CREATED,2024-02-07 16:52:00,,,,,,,0,0,2024-02-07
ORD101798,NJ02,SUP003,MAT0045,2024-02-13 16:33:53,2024-02-16,115,CONFIRMED,2024-02-15 14:33:53,DEL500964,2024-02-15 07:23:00,114.0,DELIVERED,2024-02-14 20:33:53,-1.0,1,1,2024-02-13
ORD100462,NJ02,SUP009,MAT0058,2024-01-12 08:22:13,2024-01-16,167,CREATED,2024-01-12 10:22:13,DEL500965,2024-01-15 07:08:00,169.0,DELIVERED,2024-01-21 01:22:13,-1.0,1,1,2024-01-12
ORD101338,NJ02,SUP005,MAT0027,2024-02-02 15:08:28,2024-02-11,113,CREATED,2024-02-04 14:08:28,,,,,,,0,0,2024-02-02
ORD102035,NJ02,SUP009,MAT0021,2024-02-19 08:18:40,2024-02-23,39,OPEN,2024-02-21 07:18:40,DEL500966,2024-02-28 13:03:00,31.0,DELIVERED,2024-02-20 20:18:40,5.0,0,1,2024-02-19
ORD101043,NJ02,SUP016,MAT0048,2024-01-26 10:56:50,2024-01-30,103,OPEN,2024-01-26 11:56:50,DEL500967,2024-01-30 13:53:00,109.0,DELIVERED,2024-02-01 11:56:50,0.0,1,1,2024-01-26
ORD101118,SH01,SUP002,MAT0065,2024-01-28 07:06:50,2024-01-31,120,CREATED,2024-01-28 17:06:50,DEL500968,2024-01-31 17:40:00,99.0,LATE,2024-02-02 07:06:50,0.0,1,1,2024-01-28
ORD100517,NJ01,SUP008,MAT0027,2024-01-14 06:10:54,2024-01-19,142,OPEN,2024-01-15 23:10:54,DEL500969,2024-01-19 20:13:00,137.0,ON_TIME,2024-01-16 00:10:54,0.0,1,1,2024-01-14
ORD101318,NJ01,SUP005,MAT0064,2024-02-02 18:54:45,2024-02-12,79,CREATED,2024-02-03 13:54:45,DEL500970,2024-02-12 17:01:00,67.0,DELIVERED,2024-02-08 22:54:45,0.0,1,1,2024-02-02
ORD101026,NJ02,SUP014,MAT0070,2024-01-26 16:52:19,2024-02-05,133,OPEN,2024-01-27 04:52:19,DEL500971,2024-02-05 18:12:00,128.0,LATE,2024-02-02 10:52:19,0.0,1,1,2024-01-26
ORD100502,SH01,SUP011,MAT0036,2024-01-13 07:24:35,2024-01-21,99,CONFIRMED,2024-01-14 12:24:35,DEL500972,2024-01-21 20:07:00,120.0,ON_TIME,2024-01-16 19:24:35,0.0,1,1,2024-01-13
ORD102089,NJ01,SUP017,MAT0064,2024-02-21 13:38:18,2024-02-25,68,CREATED,2024-02-22 15:38:18,DEL500973,2024-02-24 07:08:00,89.0,LATE,2024-02-28 04:38:18,-1.0,1,1,2024-02-21
ORD101307,NJ01,SUP002,MAT0035,2024-02-01 13:43:48,2024-02-04,106,CREATED,2024-02-03 07:43:48,,,,,,,0,0,2024-02-01
ORD100037,NJ02,SUP018,MAT0063,2024-01-01 18:50:29,2024-01-07,51,CREATED,2024-01-02 06:50:29,DEL500974,2024-01-06 17:37:00,70.0,DELIVERED,2024-01-03 04:50:29,-1.0,1,1,2024-01-01
ORD100955,NJ02,SUP015,MAT0070,2024-01-24 16:20:22,2024-01-28,64,CREATED,2024-01-26 02:20:22,DEL500975,2024-01-27 18:18:00,57.0,DELIVERED,2024-01-29 08:20:22,-1.0,1,1,2024-01-24
ORD102220,NJ02,SUP009,MAT0045,2024-02-24 13:58:27,2024-02-27,121,CREATED,2024-02-25 06:58:27,DEL500976,2024-02-27 18:35:00,134.0,ON_TIME,2024-03-03 00:58:27,0.0,1,1,2024-02-24
ORD100578,SH01,SUP013,MAT0054,2024-01-16 07:24:42,2024-01-23,131,CONFIRMED,2024-01-18 03:24:42,DEL500977,2024-01-22 20:54:00,132.0,DELIVERED,2024-01-22 19:24:42,-1.0,1,1,2024-01-16
ORD100455,NJ02,SUP013,MAT0066,2024-01-12 08:05:45,2024-01-17,141,CREATED,2024-01-14 03:05:45,,,,,,,0,0,2024-01-12
ORD102255,NJ02,SUP006,MAT0064,2024-02-25 13:50:04,2024-03-01,151,CREATED,2024-02-25 18:50:04,DEL500978,2024-02-29 09:07:00,151.0,LATE,2024-03-07 04:50:04,-1.0,1,1,2024-02-25
ORD101274,SH01,SUP004,MAT0040,2024-02-01 17:00:14,2024-02-03,88,CREATED,2024-02-03 16:00:14,DEL500979,2024-02-02 07:15:00,86.0,LATE,2024-02-04 06:00:14,-1.0,1,1,2024-02-01
ORD100110,NJ02,SUP019,MAT0055,2024-01-03 12:28:58,2024-01-12,122,OPEN,2024-01-05 00:28:58,,,,,,,0,0,2024-01-03
ORD100054,NJ01,SUP006,MAT0053,2024-01-02 08:59:59,2024-01-07,152,CREATED,2024-01-02 19:59:59,DEL500980,2024-01-06 07:18:00,178.0,LATE,2024-01-06 08:59:59,-1.0,1,1,2024-01-02
ORD102309,NJ02,SUP012,MAT0026,2024-02-27 14:49:29,2024-03-06,173,CREATED,2024-02-27 16:49:29,DEL500981,2024-03-07 09:12:00,193.0,DELIVERED,2024-03-01 01:49:29,1.0,0,1,2024-02-27
ORD100300,NJ01,SUP011,MAT0038,2024-01-08 16:16:45,2024-01-12,99,CONFIRMED,2024-01-10 11:16:45,DEL500983,2024-01-13 13:31:00,96.0,DELIVERED,2024-01-15 05:16:45,1.0,0,1,2024-01-08
ORD100249,NJ02,SUP018,MAT0016,2024-01-07 17:11:31,2024-01-17,103,OPEN,2024-01-08 09:11:31,DEL500984,2024-01-17 12:08:00,103.0,DELIVERED,2024-01-13 02:11:31,0.0,1,1,2024-01-07
ORD102245,NJ01,SUP012,MAT0043,2024-02-25 14:30:02,2024-03-05,67,CREATED,2024-02-26 09:30:02,DEL500985,2024-03-04 11:28:00,74.0,ON_TIME,2024-03-01 15:30:02,-1.0,1,1,2024-02-25
ORD101803,NJ01,SUP001,MAT0044,2024-02-13 18:24:55,2024-02-16,84,CONFIRMED,2024-02-15 07:24:55,DEL500986,2024-02-19 10:06:00,76.0,DELIVERED,2024-02-22 12:24:55,3.0,0,1,2024-02-13
ORD100546,NJ02,SUP014,MAT0013,2024-01-15 09:44:43,2024-01-17,130,CONFIRMED,2024-01-16 18:44:43,DEL500987,2024-01-18 16:59:00,144.0,DELIVERED,2024-01-25 05:44:43,1.0,0,1,2024-01-15
ORD100979,NJ02,SUP012,MAT0013,2024-01-24 11:52:54,2024-01-30,122,CONFIRMED,2024-01-26 00:52:54,DEL500988,2024-01-29 20:45:00,108.0,LATE,2024-02-03 17:52:54,-1.0,1,1,2024-01-24
ORD100113,NJ01,SUP008,MAT0037,2024-01-03 17:38:30,2024-01-09,130,CONFIRMED,2024-01-04 11:38:30,DEL500989,2024-01-09 15:15:00,135.0,DELIVERED,2024-01-10 15:38:30,0.0,1,1,2024-01-03
ORD101227,NJ02,SUP003,MAT0038,2024-01-30 13:14:16,2024-02-02,178,CONFIRMED,2024-01-31 21:14:16,DEL500990,2024-02-01 13:35:00,143.0,DELIVERED,2024-02-06 10:14:16,-1.0,1,1,2024-01-30
ORD101943,NJ02,SUP006,MAT0054,2024-02-17 08:48:51,2024-02-22,135,OPEN,2024-02-18 21:48:51,DEL500991,2024-02-24 18:44:00,126.0,LATE,2024-02-26 07:48:51,2.0,0,1,2024-02-17
ORD101677,SH01,SUP016,MAT0026,2024-02-10 12:26:32,2024-02-14,131,CREATED,2024-02-11 17:26:32,DEL500992,2024-02-14 19:41:00,162.0,DELIVERED,2024-02-20 17:26:32,0.0,1,1,2024-02-10
ORD101051,NJ01,SUP013,MAT0026,2024-01-26 08:40:28,2024-01-30,65,CONFIRMED,2024-01-27 03:40:28,DEL500993,2024-01-29 14:15:00,80.0,DELIVERED,2024-01-30 12:40:28,-1.0,1,1,2024-01-26
ORD100994,NJ01,SUP012,MAT0049,2024-01-25 15:11:28,2024-01-28,108,OPEN,2024-01-26 04:11:28,DEL500994,2024-01-27 10:50:00,131.0,DELIVERED,2024-01-30 09:11:28,-1.0,1,1,2024-01-25
ORD101165,NJ02,SUP019,MAT0053,2024-01-29 09:48:35,2024-02-02,131,OPEN,2024-01-29 14:48:35,,,,,,,0,0,2024-01-29
ORD100372,SH01,SUP014,MAT0049,2024-01-10 09:16:42,2024-01-14,99,CREATED,2024-01-11 13:16:42,DEL500995,2024-01-14 20:35:00,88.0,DELIVERED,2024-01-16 16:16:42,0.0,1,1,2024-01-10
ORD102304,NJ01,SUP012,MAT0012,2024-02-26 13:42:39,2024-03-03,134,OPEN,2024-02-27 00:42:39,DEL500996,2024-03-07 13:39:00,135.0,ON_TIME,2024-02-29 21:42:39,4.0,0,1,2024-02-26
ORD102278,NJ02,SUP011,MAT0041,2024-02-26 08:09:46,2024-02-29,107,CONFIRMED,2024-02-26 23:09:46,DEL500997,2024-02-29 16:59:00,126.0,DELIVERED,2024-03-02 07:09:46,0.0,1,1,2024-02-26
ORD101935,NJ02,SUP017,MAT0025,2024-02-17 07:55:32,2024-02-21,71,CREATED,2024-02-19 02:55:32,DEL500998,2024-02-21 07:08:00,80.0,DELIVERED,2024-02-20 07:55:32,0.0,1,1,2024-02-17
ORD100056,NJ02,SUP008,MAT0026,2024-01-02 07:24:55,2024-01-04,109,OPEN,2024-01-03 05:24:55,DEL500999,2024-01-04 08:27:00,116.0,ON_TIME,2024-01-06 14:24:55,0.0,1,1,2024-01-02
ORD100884,NJ01,SUP001,MAT0080,2024-01-22 17:18:16,2024-01-27,121,CREATED,2024-01-22 20:18:16,DEL501000,2024-01-26 11:08:00,145.0,DELIVERED,2024-01-28 08:18:16,-1.0,1,1,2024-01-22
ORD101402,NJ01,SUP010,MAT0061,2024-02-03 06:03:42,2024-02-10,129,OPEN,2024-02-04 20:03:42,DEL501001,2024-02-10 16:00:00,113.0,LATE,2024-02-09 16:03:42,0.0,1,1,2024-02-03
ORD101114,NJ02,SUP006,MAT0023,2024-01-28 06:01:22,2024-02-03,168,CONFIRMED,2024-01-28 08:01:22,,,,,,,0,0,2024-01-28
ORD101555,NJ01,SUP018,MAT0011,2024-02-08 14:28:22,2024-02-14,135,OPEN,2024-02-09 17:28:22,DEL501002,2024-02-13 09:57:00,132.0,LATE,2024-02-10 04:28:22,-1.0,1,1,2024-02-08
ORD100945,NJ01,SUP009,MAT0015,2024-01-24 08:18:04,2024-01-27,118,CONFIRMED,2024-01-24 17:18:04,DEL501003,2024-01-27 10:35:00,91.0,DELIVERED,2024-01-26 08:18:04,0.0,1,1,2024-01-24
ORD102022,NJ01,SUP003,MAT0031,2024-02-19 06:53:24,2024-02-23,153,OPEN,2024-02-20 21:53:24,DEL501004,2024-02-26 10:13:00,136.0,DELIVERED,2024-02-23 06:53:24,3.0,0,1,2024-02-19
ORD101710,NJ02,SUP015,MAT0055,2024-02-11 10:43:20,2024-02-19,25,OPEN,2024-02-12 02:43:20,DEL501005,2024-02-21 09:31:00,41.0,LATE,2024-02-20 00:43:20,2.0,0,1,2024-02-11
ORD100285,SH01,SUP013,MAT0041,2024-01-08 14:20:42,2024-01-17,99,CREATED,2024-01-09 19:20:42,DEL501006,2024-01-21 18:32:00,85.0,DELIVERED,2024-01-16 02:20:42,4.0,0,1,2024-01-08
ORD101897,NJ01,SUP006,MAT0074,2024-02-16 17:09:41,2024-02-23,129,CREATED,2024-02-17 22:09:41,,,,,,,0,0,2024-02-16
ORD102078,NJ01,SUP015,MAT0002,2024-02-21 17:03:39,2024-02-29,145,CONFIRMED,2024-02-23 12:03:39,DEL500802,2024-02-29 12:36:00,147.0,ON_TIME,2024-02-25 20:03:39,0.0,1,1,2024-02-21
ORD100365,SH01,SUP020,MAT0026,2024-01-10 11:16:15,2024-01-19,195,OPEN,2024-01-10 17:16:15,DEL501007,2024-01-18 07:13:00,206.0,ON_TIME,2024-01-16 12:16:15,-1.0,1,1,2024-01-10
ORD100080,SH01,SUP018,MAT0078,2024-01-03 12:54:57,2024-01-11,171,CREATED,2024-01-04 19:54:57,DEL501008,2024-01-14 16:20:00,195.0,DELIVERED,2024-01-14 04:54:57,3.0,0,1,2024-01-03
ORD100102,NJ02,SUP004,MAT0069,2024-01-03 10:14:07,2024-01-08,114,CONFIRMED,2024-01-03 21:14:07,DEL501009,2024-01-07 08:46:00,111.0,DELIVERED,2024-01-12 08:14:07,-1.0,1,1,2024-01-03
ORD100928,SH01,SUP016,MAT0060,2024-01-23 14:31:55,2024-01-28,111,OPEN,2024-01-23 14:31:55,,,,,,,0,0,2024-01-23
ORD101084,SH01,SUP020,MAT0017,2024-01-27 18:27:47,2024-02-02,113,OPEN,2024-01-29 12:27:47,DEL501010,2024-02-01 11:01:00,120.0,LATE,2024-02-05 18:27:47,-1.0,1,1,2024-01-27
ORD102423,NJ02,SUP009,MAT0043,2024-02-29 14:09:04,2024-03-05,180,OPEN,2024-03-01 16:09:04,,,,,,,0,0,2024-02-29
ORD101627,NJ01,SUP007,MAT0071,2024-02-09 10:12:21,2024-02-11,119,CONFIRMED,2024-02-10 07:12:21,DEL501012,2024-02-11 10:45:00,100.0,LATE,2024-02-14 02:12:21,0.0,1,1,2024-02-09
ORD101989,NJ02,SUP016,MAT0018,2024-02-18 16:24:51,2024-02-26,133,OPEN,2024-02-19 03:24:51,DEL501013,2024-02-25 19:16:00,123.0,LATE,2024-02-21 01:24:51,-1.0,1,1,2024-02-18
ORD102271,NJ01,,MAT0063,2024-02-26 06:39:00,2024-03-02,81,CREATED,2024-02-26 23:39:00,DEL501014,2024-03-01 17:37:00,65.0,DELIVERED,2024-02-28 22:39:00,-1.0,1,1,2024-02-26
ORD102204,NJ01,SUP009,MAT0014,2024-02-23 18:51:03,2024-02-25,151,CONFIRMED,2024-02-25 04:51:03,,,,,,,0,0,2024-02-23
ORD101069,NJ01,SUP011,MAT0006,2024-01-27 14:27:09,2024-02-02,117,CREATED,2024-01-28 21:27:09,,,,,,,0,0,2024-01-27
ORD101782,NJ01,SUP009,MAT0048,2024-02-13 12:46:25,2024-02-22,125,CONFIRMED,2024-02-14 09:46:25,DEL501015,2024-02-21 18:36:00,116.0,ON_TIME,2024-02-19 07:46:25,-1.0,1,1,2024-02-13
ORD101323,NJ01,SUP019,MAT0077,2024-02-02 13:05:50,2024-02-09,29,CREATED,2024-02-04 06:05:50,DEL501016,2024-02-08 07:37:00,39.0,ON_TIME,2024-02-08 23:05:50,-1.0,1,1,2024-02-02
ORD100907,SH01,SUP019,MAT0070,2024-01-23 16:25:20,2024-01-26,117,CREATED,2024-01-24 12:25:20,DEL501017,2024-01-26 09:52:00,108.0,LATE,2024-01-31 01:25:20,0.0,1,1,2024-01-23
ORD100003,SH01,SUP001,MAT0072,2024-01-01 07:13:14,2024-01-11,173,CREATED,2024-01-03 04:13:14,DEL501018,2024-01-11 16:16:00,172.0,LATE,2024-01-03 11:13:14,0.0,1,1,2024-01-01
ORD101093,NJ01,SUP006,MAT0051,2024-01-27 07:47:42,2024-02-05,156,IN_PROGRESS,2024-01-27 12:47:42,DEL501019,2024-02-05 17:55:00,140.0,DELIVERED,2024-02-03 02:47:42,0.0,1,1,2024-01-27
ORD100911,NJ01,SUP001,MAT0023,2024-01-23 06:56:31,2024-01-26,43,CREATED,2024-01-25 03:56:31,DEL501020,2024-01-28 11:01:00,61.0,DELIVERED,2024-01-25 11:56:31,2.0,0,1,2024-01-23
ORD100758,SH01,SUP019,MAT0065,2024-01-20 16:46:25,2024-01-29,111,CREATED,2024-01-21 06:46:25,DEL501021,2024-01-29 09:58:00,102.0,DELIVERED,2024-01-31 08:46:25,0.0,1,1,2024-01-20
ORD100937,SH01,SUP007,MAT0011,2024-01-24 10:44:39,2024-02-03,142,CONFIRMED,2024-01-25 07:44:39,DEL501022,2024-02-02 11:11:00,164.0,DELIVERED,2024-01-30 22:44:39,-1.0,1,1,2024-01-24
ORD100932,SH01,SUP001,MAT0053,2024-01-23 13:31:15,2024-01-26,117,CREATED,2024-01-23 21:31:15,,,,,,,0,0,2024-01-23
ORD101449,NJ02,SUP001,MAT0055,2024-02-04 08:07:44,2024-02-08,106,OPEN,2024-02-04 11:07:44,DEL501023,2024-02-12 08:54:00,106.0,ON_TIME,2024-02-14 00:07:44,4.0,0,1,2024-02-04
