delivery_id,order_id,delivery_date,delivered_quantity,delivery_status,updated_at
DEL500634,ORD102402,2024-03-08 15:31:00,117,DELIVERED,2024-03-10 03:10:22
DEL501679,ORD102130,2024-02-23 18:49:00,108,Delivered,2024-02-26 07:03:54
DEL500376,ORD101361,2024-02-04 13:24:00,93,On Time,2024-02-13 06:27:24
DEL500504,ORD100086,2024-01-07 10:27:00,103,DELIVERED,2024-01-12 11:03:22
DEL501923,ORD101584,2024-02-16 09:59:00,69,ONTIME,2024-02-18 12:51:43
DEL501950,ORD102107,2024-02-22 16:29:00,92,Delivered,2024-02-23 14:24:35
DEL500049,ORD101242,2024-02-08 15:37:00,97,On Time,2024-02-05 15:12:04
DEL500660,ORD101982,2024-02-24 16:17:00,100,Complete,2024-02-27 02:04:46
DEL501953,ORD101337,2024-02-04 08:22:00,88,Delivered,2024-02-08 11:48:50
DEL501200,ORD101375,2024-02-11 11:54:00,116,Complete,2024-02-05 21:44:07
DEL501680,ORD102009,2024-02-23 08:51:00,155,DELIVERED,2024-02-22 23:32:33
DEL501043,ORD101999,2024-03-01 14:08:00,114,Complete,2024-02-24 12:39:58
DEL501235,ORD100351,2024-01-16 20:05:00,95,Complete,2024-01-18 10:11:59
DEL500435,ORD100897,2024-01-31 15:29:00,112,Late,2024-01-28 20:05:53
DEL500882,ORD100891,2024-01-27 10:00:00,128,Complete,2024-01-28 02:58:28
DEL500295,ORD101035,2024-01-31 10:43:00,129,DELIVERED,2024-01-28 22:01:16
DEL500074,ORD101998,2024-02-28 08:53:00,142,Complete,2024-02-23 04:11:37
DEL501414,ORD100967,2024-02-04 20:45:00,135,DELIVERED,2024-01-29 14:09:13
DEL500855,ORD100553,2024-01-19 16:49:00,86,DELIVERED,2024-01-24 06:03:06
DEL500752,ORD100364,2024-01-22 12:51:00,137,delivered,2024-01-13 15:04:10
DEL500862,ORD101646,2024-02-11 17:53:00,174,On Time,2024-02-17 10:52:05
DEL500780,ORD101459,2024-02-12 09:43:00,95,Late,2024-02-10 21:51:23
DEL500796,ORD100592,2024-01-26 16:14:00,46,DELIVERED,2024-01-19 19:11:47
DEL500847,ORD100963,2024-01-26 07:56:00,138,DELIVERED,2024-01-30 08:38:32
DEL500772,ORD101234,2024-02-08 12:16:00,124,DELIVERED,2024-02-07 20:29:46
DEL500891,ORD101215,2024-02-08 09:41:00,120,Complete,2024-02-04 23:09:56
DEL500973,ORD102089,2024-02-24 07:08:00,89,Late,2024-02-28 04:38:18
DEL501042,ORD100793,2024-01-27 17:04:00,190,On Time,2024-01-29 04:33:34
DEL500565,ORD101445,2024-02-12 19:49:00,86,DELIVERED,2024-02-06 19:24:05
DEL501105,ORD102283,2024-02-29 13:26:00,113,Late,2024-02-28 12:42:20
DEL501669,ORD102060,2024-02-25 13:43:00,140,DELIVERED,2024-02-26 18:21:02
DEL500460,ORD100946,2024-01-29 11:44:00,75,Complete,2024-02-01 01:09:55
DEL500624,ORD101042,2024-02-01 07:23:00,181,Delivered,2024-01-27 17:44:07
DEL500998,ORD101935,2024-02-21 07:08:00,80,DELIVERED,2024-02-20 07:55:32
DEL500001,ORD101044,2024-01-28 16:52:00,128,Delivered,2024-02-05 03:57:38
DEL500965,ORD100462,2024-01-15 07:08:00,169,Complete,2024-01-21 01:22:13
DEL500773,ORD100476,2024-01-22 20:50:00,178,On Time,2024-01-18 16:37:06
DEL500702,ORD101049,2024-01-31 10:52:00,163,Complete,2024-01-31 19:52:10
DEL501732,ORD100052,2024-01-04 16:36:00,137,Late,2024-01-05 20:27:08
DEL500326,ORD101885,2024-02-21 09:18:00,191,Delivered,2024-02-23 23:06:03
DEL501356,ORD100879,2024-01-29 14:41:00,127,Late,2024-01-25 06:28:24
DEL501381,ORD100600,2024-01-20 07:59:00,125,On Time,2024-01-27 00:58:39
DEL501092,ORD102170,2024-03-03 16:53:00,142,Delivered,2024-03-01 04:55:43
DEL500877,ORD101997,2024-02-27 19:13:00,98,DELIVERED,2024-02-26 08:39:02
DEL500497,ORD100084,2024-01-09 19:32:00,152,Complete,2024-01-06 01:16:24
DEL501030,ORD102406,2024-03-10 07:06:00,144,Late,2024-03-06 22:15:35
DEL500316,ORD102281,2024-03-03 10:27:00,138,Delivered,2024-03-07 02:03:02
DEL500971,ORD101026,2024-02-05 18:12:00,128,Late,2024-02-02 10:52:19
DEL500566,ORD100218,2024-01-10 09:20:00,31,Late,2024-01-09 11:26:23
DEL500476,ORD101618,2024-02-14 10:01:00,94,DELIVERED,2024-02-15 16:50:12
DEL500165,ORD100458,2024-01-16 17:14:00,92,Delivered,2024-01-17 08:14:08
DEL500526,ORD100246,2024-01-19 18:10:00,175,Late,2024-01-17 14:49:41
DEL500800,ORD100200,2024-01-14 11:44:00,48,DELIVERED,2024-01-15 16:12:11
DEL500575,ORD100050,2024-01-10 09:43:00,80,Complete,2024-01-06 08:10:47
DEL501665,ORD102427,2024-03-01 16:43:00,177,Delivered,2024-03-02 12:49:54
DEL500619,ORD100220,2024-01-13 08:24:00,164,Complete,2024-01-11 01:29:49
DEL501144,ORD100297,2024-01-19 12:15:00,110,Late,2024-01-17 14:31:11
DEL500406,ORD101197,2024-02-08 13:06:00,114, delivered ,2024-02-08 23:50:01
DEL501098,ORD101455,2024-02-15 12:00:00,171,DELIVERED,2024-02-08 18:56:29
DEL501252,ORD101736,2024-02-21 17:28:00,130,Late,2024-02-19 19:18:07
DEL501151,ORD101783,2024-02-19 12:13:00,138,On Time,2024-02-24 11:43:25
DEL500966,ORD102035,2024-02-28 13:03:00,31,Complete,2024-02-20 20:18:40
DEL501852,ORD101837,2024-02-19 13:05:00,183,Complete,2024-02-18 02:46:55
DEL500560,ORD100124,2024-01-13 15:42:00,90,Complete,2024-01-12 02:52:48
DEL500281,ORD100388,2024-01-18 09:13:00,174,DELIVERED,2024-01-16 02:54:29
DEL501703,ORD101396,2024-02-06 14:17:00,118,DELIVERED,2024-02-06 03:50:51
DEL501184,ORD101423,2024-02-09 09:59:00,134,On Time,2024-02-14 05:20:17
DEL501154,ORD102171,2024-02-24 08:10:00,132,Late,2024-03-01 14:08:47
DEL500671,ORD100534,2024-01-20 16:47:00,116,On Time,2024-01-18 23:40:11
DEL501678,ORD101916,2024-02-25 09:42:00,129,Late,2024-02-21 05:31:13
DEL501475,ORD100137,2024-01-06 20:55:00,132,DELIVERED,2024-01-15 08:37:21
DEL500328,ORD101937,2024-02-28 07:47:00,167,Delivered,2024-02-27 16:55:33
DEL501806,ORD100431,2024-01-14 12:52:00,118,Complete,2024-01-13 11:59:27
DEL501749,ORD102063,2024-02-29 09:58:00,139,On Time,2024-02-28 17:23:51
DEL501274,ORD100352,2024-01-11 16:49:00,135,DELIVERED,2024-01-15 14:52:25
DEL500188,ORD100681,2024-01-19 16:27:00,158,Delivered,2024-01-24 08:36:08
DEL500953,ORD100712,2024-01-30 15:57:00,140,Delivered,2024-01-27 08:34:51
DEL500588,ORD102299,2024-02-29 18:30:00,166,Late,2024-03-04 14:30:01
DEL500743,ORD101083,2024-02-06 10:23:00,191,Delivered,2024-02-06 08:24:49
DEL501377,ORD100478,2024-01-19 15:34:00,129, delivered ,2024-01-20 09:56:59
DEL501747,ORD101472,2024-02-08 07:57:00,145,Delivered,2024-02-17 16:50:57
DEL500324,ORD100863,2024-01-30 19:54:00,136,DELIVERED,2024-01-28 22:38:00
DEL501068,ORD100850,2024-01-31 09:25:00,103,On Time,2024-01-27 07:29:20
DEL500650,ORD101890,2024-02-24 10:26:00,94,On Time,2024-02-26 09:11:20
DEL500930,ORD100346,2024-01-17 20:54:00,131,completed,2024-01-14 18:25:29
DEL500804,ORD100411,2024-01-20 13:20:00,166,On Time,2024-01-22 07:12:44
DEL500688,ORD100612,2024-01-26 14:20:00,115,Late,2024-01-27 12:25:50
DEL500370,ORD100912,2024-01-29 15:21:00,128,DELIVERED,2024-01-27 15:37:56
DEL500092,ORD102390,2024-03-01 17:26:00,88,DELIVERED,2024-03-01 13:20:23
DEL501208,ORD102034,2024-02-27 19:06:00,112,Delivered,2024-02-23 22:40:29
DEL501933,ORD100705,2024-01-27 12:25:00,142,DELIVERED,2024-01-21 16:40:56
DEL501692,ORD101944,2024-02-23 07:46:00,152,On Time,2024-02-18 22:15:53
DEL500785,ORD100834,2024-01-25 15:00:00,181,On Time,2024-01-26 01:17:09
DEL500243,ORD100847,2024-01-25 18:04:00,149,Late,2024-02-02 10:15:35
DEL500357,ORD102391,2024-03-07 10:07:00,106,Delivered,2024-03-06 00:02:35
DEL501972,ORD100659,2024-01-25 07:43:00,81, delivered ,2024-01-22 19:13:32
DEL500509,ORD100158,2024-01-10 09:54:00,153,DELIVERED,2024-01-07 16:06:43
DEL500932,ORD101231,2024-01-31 20:25:00,160,Delivered,2024-01-31 15:58:16
DEL500124,ORD100481,2024-01-16 09:25:00,94,Delivered,2024-01-17 07:21:47
DEL500507,ORD100904,2024-01-24 08:12:00,82,DELIVERED,2024-01-25 13:30:58
DEL500726,ORD100507,2024-01-25 20:29:00,144,On Time,2024-01-20 13:02:25
DEL501976,ORDX1003,2024-01-25 12:14:00,153,Complete,2024-02-26 12:37:43
DEL500100,ORD102187,2024-02-27 12:09:00,171,On Time,2024-02-26 02:31:49
DEL500267,ORD100255,2024-01-15 09:24:00,115,On Time,2024-01-15 12:45:46
DEL501707,ORD100737,2024-01-26 10:48:00,196,On Time,2024-01-24 19:12:06
DEL501438,ORD101306,2024-02-03 15:23:00,100,Delivered,2024-02-11 07:07:17
DEL500555,ORD100568,2024-01-22 10:39:00,133,On Time,2024-01-23 14:35:35
DEL500325,ORD102047,2024-02-21 20:00:00,139,Delivered,2024-02-29 00:39:33
DEL500337,ORD102159,2024-03-01 13:44:00,94,DELIVERED,2024-02-25 06:44:30
DEL500528,ORD100949,2024-02-04 10:54:00,165,DELIVERED,2024-01-28 05:37:21
DEL501661,ORD100697,2024-01-23 17:45:00,124,Delivered,2024-01-24 10:41:18
DEL500662,ORD101592,2024-02-18 08:41:00,154,Late,2024-02-19 15:29:51
DEL501534,ORD100618,2024-01-26 12:26:00,60,DELIVERED,2024-01-18 13:16:06
DEL501972,ORD100659,2024-01-25 07:43:00,81,Late,2024-01-22 19:13:32
DEL501760,ORD100536,2024-01-21 11:47:00,93, delivered ,2024-01-18 21:27:40
DEL501756,ORD100770,2024-01-21 11:33:00,37,Late,2024-01-30 19:46:09
DEL501050,ORD102328,2024-03-06 10:06:00,133,On Time,2024-03-07 06:39:42
DEL501635,ORD102201,2024-03-03 13:59:00,95,Complete,2024-03-05 12:59:16
DEL500257,ORD100049,2024-01-07 17:15:00,100,Delivered,2024-01-13 08:27:53
DEL501183,ORD100183,2024-01-13 16:43:00,97,Complete,2024-01-06 14:36:14
DEL500222,ORD100914,2024-02-01 08:23:00,53,On Time,2024-01-28 23:38:11
DEL500942,ORD100473,2024-01-19 15:00:00,90,Complete,2024-01-20 07:30:00
DEL500625,ORD101934,2024-02-21 14:13:00,83,Delivered,2024-02-22 18:45:18
DEL500417,ORD101336,2024-02-06 17:25:00,133,DELIVERED,2024-02-13 09:44:59
DEL501608,ORD100596,2024-01-26 10:21:00,109,Delivered,2024-01-22 10:45:20
DEL501434,ORD100202,2024-01-09 13:53:00,191,Delivered,2024-01-11 04:09:28
DEL500242,ORD101308,2024-02-07 11:16:00,149,Late,2024-02-03 08:50:02
DEL500160,ORD101859,2024-02-24 07:28:00,137,On Time,2024-02-24 08:42:02
DEL500708,ORD101001,2024-02-02 13:54:00,134,Late,2024-02-01 23:25:44
DEL501444,ORD101201,2024-02-04 19:53:00,89,Late,2024-02-08 09:48:22
DEL500109,ORD101223,2024-02-07 07:36:00,32,Complete,2024-02-04 20:13:19
DEL500268,ORD100831,2024-01-24 14:33:00,88,Late,2024-01-31 08:43:54
DEL501926,ORD101869,2024-02-25 15:50:00,140,Delivered,2024-02-19 11:11:21
DEL501688,ORD100030,2024-01-10 15:49:00,71,Complete,2024-01-09 19:59:56
DEL501617,ORD100647,2024-01-25 14:58:00,80,Late,2024-01-26 00:38:06
DEL501664,ORD101437,2024-02-08 08:29:00,104,Delivered,2024-02-09 06:59:59
DEL501803,ORD101294,2024-02-09 12:06:00,63,Delivered,2024-02-10 14:24:59
DEL500615,ORD101931,2024-02-20 16:15:00,139,DELIVERED,2024-02-23 18:21:57
DEL501066,ORD102218,2024-02-29 20:28:00,107,completed,2024-03-04 05:01:43
DEL500590,ORD100332,2024-01-17 17:50:00,88,Late,2024-01-14 17:47:48
DEL500773,ORD100476,2024-01-22 20:50:00,178,On Time,2024-01-18 16:37:06
DEL500095,ORD102372,2024-03-09 17:19:00,102,On Time,2024-03-01 07:14:47
DEL501524,ORD100238,2024-01-12 14:21:00,58,Complete,2024-01-08 10:48:41
DEL501652,ORD101758,2024-02-20 14:29:00,136,DELIVERED,2024-02-18 11:17:41
DEL500547,ORD102316,2024-03-03 13:17:00,98,Delivered,2024-03-07 19:19:47
DEL500322,ORD101333,2024-02-11 15:17:00,116,DELIVERED,2024-02-07 14:59:51
DEL501590,ORD100775,2024-01-22 13:34:00,96,DELIVERED,2024-01-28 06:59:45
DEL500623,ORD100468,2024-01-15 17:57:00,144,DELIVERED,2024-01-19 11:37:14
DEL501052,ORD101465,2024-02-15 18:17:00,154,On Time,2024-02-09 13:21:26
DEL500754,ORD101983,2024-02-23 19:42:00,144,On Time,2024-02-26 18:27:45
DEL500214,ORD100311,2024-01-15 12:27:00,109,Complete,2024-01-18 17:37:31
DEL500409,ORD101712,2024-02-15 10:13:00,87,DELIVERED,2024-02-14 14:36:56
DEL501708,ORD100739,2024-01-24 07:26:00,93,Complete,2024-01-27 13:59:58
DEL500206,ORD102131,2024-02-26 08:07:00,115,On Time,2024-02-26 16:36:10
DEL500820,ORD102110,2024-03-01 12:06:00,92,Complete,2024-03-02 09:09:06
DEL500881,ORD101519,2024-02-16 13:28:00,110,Delivered,2024-02-15 10:34:00
DEL501706,ORD100436,2024-01-20 15:00:00,92,DELIVERED,2024-01-22 21:23:03
DEL501553,ORD100343,2024-01-11 18:15:00,156,Complete,2024-01-20 14:26:00
DEL500202,ORD102371,2024-03-07 11:26:00,169,On Time,2024-03-01 19:49:34
DEL501512,ORD100078,2024-01-15 12:02:00,123,Complete,2024-01-11 14:34:29
DEL501482,ORD100368,2024-01-17 16:25:00,103,On Time,2024-01-17 13:20:11
DEL500270,ORD101683,2024-02-18 09:01:00,145,Delivered,2024-02-14 02:47:53
DEL501349,ORD100499,2024-01-22 14:59:00,94,delivered,2024-01-23 20:32:36
DEL500549,ORD101289,2024-02-04 13:46:00,110,On Time,2024-02-11 07:38:30
DEL500483,ORD101277,2024-02-10 09:20:00,160,On Time,2024-02-03 07:47:56
DEL500797,ORD101349,2024-02-12 10:22:00,92,Delivered,2024-02-03 11:33:53
DEL500424,ORD102043,2024-02-23 08:08:00,134,Delivered,2024-02-23 18:21:35
DEL500620,ORD100456,2024-01-16 14:31:00,156,DELIVERED,2024-01-20 10:16:52
DEL500880,ORD101232,2024-02-04 12:19:00,108,On Time,2024-02-01 18:48:41
DEL501383,ORD100116,2024-01-06 10:55:00,149,Late,2024-01-14 06:58:17
DEL500481,ORD101404,2024-02-13 11:03:00,154,Late,2024-02-10 03:42:00
DEL501858,ORD102212,2024-02-27 13:05:00,172,Delivered,2024-02-29 23:06:54
DEL501596,ORD101054,2024-02-02 11:51:00,129,DELIVERED,2024-02-05 00:11:43
DEL500294,ORD100270,2024-01-17 07:16:00,112,Complete,2024-01-09 17:01:05
DEL500771,ORD101028,2024-01-29 13:28:00,112,Delivered,2024-02-04 09:33:55
DEL500033,ORD101836,2024-02-21 13:07:00,96,DELIVERED,2024-02-19 05:56:50
DEL500870,ORD100213,2024-01-13 18:32:00,128,On Time,2024-01-16 12:41:50
DEL501148,ORD101639,2024-02-17 09:23:00,162,DELIVERED,2024-02-19 16:25:30
DEL500986,ORD101803,2024-02-19 10:06:00,76,Complete,2024-02-22 12:24:55
DEL501178,ORD101107,2024-01-31 18:04:00,95,On Time,2024-02-07 16:20:35
DEL501189,ORD100845,2024-01-29 09:15:00,120,DELIVERED,2024-01-24 19:32:06
DEL500119,ORD100531,2024-01-22 17:05:00,21,On Time,2024-01-25 01:39:04
DEL501941,ORD100260,2024-01-13 12:05:00,193,Delivered,2024-01-08 21:39:34
DEL500240,ORD100769,2024-01-26 15:04:00,126,Late,2024-01-29 08:34:13
DEL501143,ORD101679,2024-02-17 16:32:00,147,completed,2024-02-17 14:55:02
DEL500805,ORD102356,2024-03-04 10:31:00,97,Late,2024-03-03 09:21:59
DEL501033,ORD101979,2024-02-28 07:24:00,195,On Time,2024-02-27 03:44:41
DEL501312,ORD101651,2024-02-16 07:34:00,171,On Time,2024-02-18 21:59:43
DEL500018,ORD101509,2024-02-11 20:32:00,89,Complete,2024-02-07 15:50:25
DEL501547,ORD100685,2024-01-23 16:37:00,80,Delivered,2024-01-20 11:21:23
DEL501485,ORD101665,2024-02-17 12:41:00,146,Delivered,2024-02-17 23:38:50
DEL501310,ORD102259,2024-03-01 12:04:00,156,Complete,2024-02-26 11:27:30
DEL501619,ORD101240,2024-02-02 12:09:00,153,Delivered,2024-02-04 23:12:30
DEL500207,ORD101744,2024-02-19 12:15:00,70,Late,2024-02-13 22:39:49
DEL501520,ORD100188,2024-01-07 15:46:00,132,On Time,2024-01-12 06:09:10
DEL501353,ORD102018,2024-03-01 17:33:00,44,On Time,2024-02-23 20:10:57
DEL500812,ORD101191,2024-02-05 12:55:00,89,DELIVERED,2024-02-04 12:53:03
DEL501412,ORD102186,2024-03-03 14:24:00,119,Late,2024-02-27 08:39:50
DEL500288,ORD100910,2024-01-27 10:02:00,52,Delivered,2024-01-31 11:59:37
DEL500490,ORD100495,2024-01-19 16:20:00,94,Delivered,2024-01-21 11:28:02
DEL500538,ORD100743,2024-02-02 16:54:00,126,On Time,2024-01-24 08:40:11
DEL501472,ORD100663,2024-01-20 16:55:00,168,On Time,2024-01-23 14:49:52
DEL501623,ORD101500,2024-02-14 19:39:00,70,On Time,2024-02-14 20:41:01
DEL501236,ORD100961,2024-02-02 07:58:00,125,DELIVERED,2024-02-04 04:41:12
DEL501968,ORD100643,2024-01-26 08:24:00,116,Delivered,2024-01-27 09:30:55
DEL501650,ORD102124,2024-03-01 13:44:00,61,DELIVERED,2024-02-26 20:59:55
DEL500951,ORD100948,2024-01-31 11:44:00,98,ONTIME,2024-02-03 12:18:12
DEL500756,ORD102368,2024-03-12 13:49:00,89,Late,2024-03-07 21:35:56
DEL501984,ORDX1011,2024-02-04 08:29:15,138,Complete,2024-02-04 01:40:09
DEL501186,ORD101739,2024-02-16 19:59:00,51,On Time,2024-02-16 22:59:21
DEL501587,ORD102100,2024-03-01 12:09:00,110,Delivered,2024-02-28 20:38:56
DEL500371,ORD100142,2024-01-07 12:34:00,157,DELIVERED,2024-01-08 23:45:55
DEL501086,ORD102042,2024-02-29 10:40:00,116,Complete,2024-02-26 00:06:34
DEL500218,ORD101248,2024-02-06 17:21:00,124,On Time,2024-02-11 05:15:33
DEL500655,ORD102340,2024-02-29 08:01:00,112,Complete,2024-03-05 06:27:49
DEL500960,ORD101796,2024-02-16 12:45:00,118,Complete,2024-02-19 02:24:41
DEL501270,ORD101137,2024-01-31 20:07:00,161,Delivered,2024-02-03 05:50:52
DEL500228,ORD100386,2024-01-15 13:22:00,117,On Time,2024-01-18 08:23:20
DEL501012,ORD101627,2024-02-11 10:45:00,100,Late,2024-02-14 02:12:21
DEL500617,ORD101256,2024-02-04 14:42:00,52,DELIVERED,2024-02-03 13:25:54
DEL501040,ORD100129,2024-01-06 07:11:00,-66,Delivered,2024-01-11 06:14:53
DEL501987,ORDX1014,2024-01-18 03:35:33,118,Complete,2024-02-01 15:39:13
DEL500459,ORD100797,2024-01-28 16:39:00,144,DELIVERED,2024-01-23 16:25:26
DEL500336,ORD100059,2024-01-08 19:22:00,115,DELIVERED,2024-01-07 09:01:07
DEL500739,ORD101605,2024-02-23 17:48:00,136,Late,2024-02-19 03:57:42
DEL501795,ORD101399,2024-02-13 18:27:00,152,Late,2024-02-09 14:24:26
DEL501090,ORD100449,2024-01-19 12:28:00,167,DELIVERED,2024-01-23 06:40:52
DEL501268,ORD101186,2024-02-12 12:59:00,169,Late,2024-02-10 07:33:29
DEL500073,ORD101485,2024-02-13 09:03:00,188,DELIVERED,2024-02-16 07:55:01
DEL501397,ORD100430,2024-01-17 17:48:00,166,Late,2024-01-13 11:43:41
DEL500989,ORD100113,2024-01-09 15:15:00,135,DELIVERED,2024-01-10 15:38:30
DEL501203,ORD102394,2024-03-03 14:08:00,109,On Time,2024-03-03 18:03:59
DEL501120,ORD101145,2024-02-05 12:43:00,132,Late,2024-02-04 01:23:36
DEL500344,ORD102166,2024-02-24 09:51:00,126,On Time,2024-02-28 03:03:16
DEL500275,ORD100313,2024-01-11 11:05:00,119,On Time,2024-01-20 00:16:52
DEL500215,ORD100443,2024-01-18 16:28:00,102,Complete,2024-01-18 16:18:36
DEL500198,ORD100082,2024-01-07 11:07:00,47,On Time,2024-01-06 07:25:46
DEL501530,ORD101512,2024-02-12 10:01:00,134,Delivered,2024-02-08 08:29:40
DEL500442,ORD102426,2024-03-01 18:00:00,86,DELIVERED,2024-03-06 23:27:27
DEL501864,ORD100153,2024-01-10 11:19:00,182,Late,2024-01-06 00:05:58
DEL500741,ORD101975,2024-02-26 16:54:00,143,Complete,2024-02-21 18:36:56
DEL501721,ORD102017,2024-02-29 19:00:00,107,Complete,2024-02-29 01:25:02
DEL501017,ORD100907,2024-01-26 09:52:00,108,Late,2024-01-31 01:25:20
DEL501081,ORD100565,2024-01-17 15:17:00,162,Complete,2024-01-20 10:21:17
DEL501324,ORD100434,2024-01-23 08:48:00,147,Complete,2024-01-17 12:49:55
DEL501187,ORD100871,2024-01-31 13:18:00,146,Late,2024-01-27 08:05:08
DEL500807,ORD102235,2024-03-09 17:05:00,157,On Time,2024-03-01 07:25:56
DEL501087,ORD101050,2024-02-01 14:36:00,96,Complete,2024-01-28 17:52:35
DEL500645,ORD101647,2024-02-11 08:31:00,108,Complete,2024-02-13 17:24:28
DEL500465,ORD101480,2024-02-18 18:45:00,121,DELIVERED,2024-02-16 15:22:29
DEL501645,ORD101662,2024-02-19 15:49:00,163,Complete,2024-02-21 01:16:01
DEL500723,ORD101534,2024-02-15 07:03:00,153,DELIVERED,2024-02-10 10:12:03
DEL500368,ORD101966,2024-02-29 17:39:00,104,Delivered,2024-02-28 07:28:57
DEL500356,ORD102012,2024-02-24 14:19:00,157,Late,2024-02-29 11:00:57
DEL501513,ORD102290,2024-03-06 07:48:00,175,On Time,2024-03-08 00:18:34
DEL500944,ORD102003,2024-02-27 10:38:00,121,Delivered,2024-02-25 16:44:34
DEL501533,ORD101550,2024-02-21 14:22:00,144,On Time,2024-02-15 15:48:33
DEL500491,ORD100759,2024-01-27 13:47:00,122,ONTIME,2024-01-24 19:18:50
DEL500844,ORD101680,2024-02-20 19:16:00,119,On Time,2024-02-15 19:58:24
DEL501974,ORDX1001,2024-03-02 17:02:18,52,Complete,2024-01-15 04:58:35
DEL500581,ORD101346,2024-02-05 10:12:00,106,Delivered,2024-02-11 19:17:44
DEL501541,ORD101132,2024-02-06 20:31:00,125,Complete,2024-02-06 09:05:32
DEL500901,ORD100441,2024-01-22 15:58:00,102,Complete,2024-01-22 20:11:14
DEL501917,ORD100920,2024-01-31 20:55:00,161,DELIVERED,2024-01-26 18:50:01
DEL500950,ORD100221,2024-01-10 13:20:00,129,DELIVERED,2024-01-17 07:51:38
DEL500392,ORD100588,2024-01-27 19:40:00,176,Complete,2024-01-20 04:24:15
DEL501946,ORD101288,2024-02-09 13:49:00,94,On Time,2024-02-05 10:11:16
DEL500897,ORD100274,2024-01-21 11:13:00,119,Complete,2024-01-19 00:32:28
DEL501224,ORD102040,2024-02-28 14:57:00,172,Delivered,2024-02-23 05:12:36
DEL500354,ORD100822,2024-01-26 14:29:00,66,Complete,2024-01-29 00:53:33
DEL501695,ORD102048,2024-02-26 09:02:00,81,Complete,2024-02-29 22:58:55
DEL500358,ORD101801,2024-02-17 16:24:00,137,Late,2024-02-16 14:27:16
DEL500301,ORD102227,2024-03-06 13:23:00,96,Late,2024-03-06 18:18:35
DEL501113,ORD100735,2024-01-24 10:31:00,171,DELIVERED,2024-01-27 00:35:09
DEL501003,ORD100945,2024-01-27 10:35:00,91,DELIVERED,2024-01-26 08:18:04
DEL500475,ORD101072,2024-01-29 09:58:00,172,DELIVERED,2024-02-07 09:51:28
DEL500553,ORD102292,2024-03-02 11:34:00,90,Complete,2024-03-04 01:59:20
DEL500520,ORD102216,2024-03-03 08:30:00,120,On Time,2024-03-03 11:38:53
DEL501570,ORD102193,2024-03-01 10:58:00,116,Complete,2024-02-26 06:14:20
DEL501158,ORD100628,2024-01-23 13:06:00,125,Complete,2024-01-22 15:37:46
DEL501907,ORD100024,2024-01-04 08:03:00,89,Complete,2024-01-06 23:46:31
DEL500450,ORD100516,2024-01-19 15:26:00,77,DELIVERED,2024-01-25 10:10:53
DEL500082,ORD101319,2024-02-15 13:03:00,12,Complete,2024-02-13 08:35:55
DEL500835,ORD101340,2024-02-08 13:54:00,82,Delivered,2024-02-04 01:27:43
DEL500956,ORD102120,2024-02-27 19:24:00,143,Late,2024-02-23 19:47:39
DEL501662,ORD100521,2024-01-21 11:07:00,111,On Time,2024-01-21 05:00:32
DEL501088,ORD100630,2024-01-25 11:52:00,22,Delivered,2024-01-20 07:32:08
DEL501289,ORD100908,2024-01-25 16:59:00,107,DELIVERED,2024-01-29 19:13:48
DEL501861,ORD100091,2024-01-09 11:04:00,92,Delivered,2024-01-08 00:15:06
DEL501643,ORD101672,2024-02-16 11:06:00,82,Complete,2024-02-21 09:51:49
DEL501600,ORD102388,2024-03-06 14:16:00,116,Late,2024-03-08 14:21:05
DEL501394,ORD100656,2024-01-24 13:22:00,132,DELIVERED,2024-01-25 18:43:25
DEL501213,ORD100317,2024-01-13 10:19:00,82,Delivered,2024-01-19 22:33:08
DEL500059,ORD100771,2024-01-24 18:02:00,148,On Time,2024-01-27 05:03:18
DEL500212,ORD100599,2024-01-17 13:43:00,213,Complete,2024-01-26 09:52:48
DEL500949,ORD102113,2024-03-03 13:43:00,145,Complete,2024-02-23 10:10:07
DEL501192,ORD101300,2024-02-08 09:20:00,159,DELIVERED,2024-02-10 17:51:22
DEL501338,ORD100974,2024-02-01 17:44:00,106,DELIVERED,2024-01-29 01:30:36
DEL500516,ORD101754,2024-02-24 13:46:00,99,DELIVERED,2024-02-16 20:11:01
DEL500976,ORD102220,2024-02-27 18:35:00,134,On Time,2024-03-03 00:58:27
DEL500340,ORD101964,2024-02-19 10:34:00,75,Complete,2024-02-24 04:53:19
DEL500554,ORD101481,2024-02-14 20:42:00,149,Delivered,2024-02-12 23:46:06
DEL501699,ORD101775,2024-02-21 16:43:00,91,Delivered,2024-02-20 23:13:44
DEL500271,ORD100616,2024-01-23 13:00:00,122,Complete,2024-01-20 01:14:39
DEL500704,ORD100665,2024-01-22 08:39:00,117,Delivered,2024-01-23 21:44:14
DEL500308,ORD100557,2024-01-19 17:08:00,182,DELIVERED,2024-01-24 04:26:41
DEL500372,ORD101160,2024-02-05 19:44:00,122,DELIVERED,2024-01-31 10:03:39
DEL501836,ORD100329,2024-01-15 12:18:00,101,On Time,2024-01-18 04:34:46
DEL501681,ORD100639,2024-01-25 17:42:00,120,DELIVERED,2024-01-23 12:30:43
DEL501632,ORD100207,2024-01-12 13:47:00,143,Late,2024-01-09 05:57:53
DEL501697,ORD102413,2024-03-10 13:54:00,216,Complete,2024-03-06 23:14:02
DEL501314,ORD102023,2024-02-24 08:56:00,166,On Time,2024-02-24 15:28:47
